id,query,ground_truth_short,ground_truth_full,relevant_id,difficulty,answer_type,,,,,,,,,,
848,جیمز اینڈ ہینڈی کرافٹ مارکیٹ کہاں واقع ہے؟,گلگت کے چنار باغ میں,یہ مارکیٹ گلگت کے چنار باغ علاقے میں دریائے گلگت کے کنارے جی ڈی اے فیملی پارک کے سامنے واقع ہے۔,211,easy,factual,,,,,,,,,,
849,جیمز مارکیٹ کا باقاعدہ افتتاح کب ہوا؟,اگست 2023 میں,اس مارکیٹ کا باقاعدہ افتتاح اگست 2023 میں ہوا۔,211,easy,factual,,,,,,,,,,
850,افتتاح کے وقت جیمز مارکیٹ میں کتنی دکانیں تھیں؟,تقریباً 24,افتتاح کے وقت اس مارکیٹ میں تقریباً 24 دکانیں موجود تھیں۔,211,easy,factual,,,,,,,,,,
851,جیمز مارکیٹ کس کس ادارے کا مشترکہ منصوبہ ہے اور یہاں دکانیں کون چلاتا ہے؟,"GDA اور WCCI، مقامی خواتین",یہ مارکیٹ گلگت ڈیولپمنٹ اتھارٹی اور ویمن چیمبر آف کامرس اینڈ انڈسٹری کا مشترکہ منصوبہ ہے اور یہاں زیادہ تر دکانیں مقامی خواتین چلاتی ہیں۔,211,medium,list-recall,,,,,,,,,,
852,گلگت شہر کے مرکز سے جیمز مارکیٹ کتنے وقت میں پہنچا جا سکتا ہے؟,5 سے 10 منٹ,گلگت شہر کے مرکز سے یہ بازار گاڑی یا شٹل کے ذریعے تقریباً 5 سے 10 منٹ کی مسافت پر واقع ہے۔,212,easy,factual,,,,,,,,,,
853,جیمز مارکیٹ میں پارکنگ کی سہولت موجود ہے؟,"ہاں، چھوٹی پارکنگ",مارکیٹ میں ایک چھوٹی پارکنگ کی سہولت موجود ہے۔,212,easy,factual,,,,,,,,,,
854,جیمز مارکیٹ میں قیمتی پتھر خریدتے وقت خریدار کو کس بات کا خیال رکھنا چاہیے؟,لیب ٹیسٹ رپورٹ یا گارنٹی کارڈ,قیمتی پتھر خریدتے وقت لیب ٹیسٹ رپورٹ یا گارنٹی کارڈ لینا ضروری ہے۔,213,easy,factual,,,,,,,,,,
855,جیمز مارکیٹ آنے کا بہترین وقت دن میں کب ہے؟,صبح سویرے,مارکیٹ آنے کا بہترین وقت صبح سویرے کا ہے جب کاریگر خود موجود ہوتے ہیں اور نیا سامان دکانوں پر سجایا جا رہا ہوتا ہے۔,213,easy,factual,,,,,,,,,,
856,جیمز مارکیٹ جانے کا بہترین وقت کون سا ہے؟,اپریل سے اکتوبر,مجموعی طور پر اپریل سے اکتوبر کا عرصہ سب سے موزوں ہے جب موسم خوشگوار اور مارکیٹ پوری طرح فعال رہتی ہے۔,214,easy,factual,,,,,,,,,,
857,جشن گلگت کے دوران مارکیٹ میں کیا خاص ہوتا ہے؟,خاص دستکاری اور پرجوش ماحول,جشن گلگت جیسے تہواروں کے دوران خاص دستکاری اور پرجوش ماحول دیکھنے کو ملتا ہے۔,214,easy,factual,,,,,,,,,,
858,جیمز مارکیٹ مختلف موسموں میں کیسی رہتی ہے؟,"بہار خنک، گرمی تیز دھوپ، خزاں معتدل، سردی میں اوقات کم",بہار میں موسم خنک اور گھومنے کے لیے موزوں ہے۔ گرمیوں میں دھوپ تیز ہوتی ہے اس لیے صبح کی سیر بہتر ہے۔ خزاں میں موسم معتدل ہوتا ہے اور سردیوں میں مارکیٹ کھلی رہتی ہے لیکن بعض دکاندار اوقات کم کر سکتے ہیں۔,214,medium,list-recall,,,,,,,,,,
859,سرینا ہوٹل سے جیمز مارکیٹ کتنی دور ہے؟,"1 کلومیٹر، پیدل 5 منٹ",سرینا ہوٹل سے مارکیٹ صرف ایک کلومیٹر دور ہے جو پیدل تقریباً 5 منٹ میں پہنچا جا سکتا ہے۔,215,easy,factual,,,,,,,,,,
860,گلگت بازار سے جیمز مارکیٹ کتنے وقت میں پہنچا جا سکتا ہے؟,"8 منٹ، 2 کلومیٹر",گلگت بازار سے مارکیٹ تک 2 کلومیٹر کا فاصلہ ہے جو عام طور پر 8 منٹ میں طے ہوتا ہے۔,215,easy,factual,,,,,,,,,,
861,گلگت کے مختلف مقامات سے جیمز مارکیٹ کتنی دور ہے؟,"ایئرپورٹ 6 کلومیٹر، سرینا 1 کلومیٹر، بازار 2 کلومیٹر","گلگت ایئرپورٹ سے 6 کلومیٹر یعنی 15 منٹ، سرینا ہوٹل سے 1 کلومیٹر یعنی پیدل 5 منٹ، اور گلگت بازار سے 2 کلومیٹر یعنی 8 منٹ کی دوری پر ہے۔",215,medium,list-recall,,,,,,,,,,
862,دانیور گلگت سے کتنی دوری پر ہے؟,"تقریباً 15 کلومیٹر، 10 منٹ",دانیور گلگت شہر سے تقریباً 15 کلومیٹر دور ہے اور گاڑی سے 10 منٹ میں پہنچا جا سکتا ہے۔,217,easy,factual,,,,,,,,,,
863,دانیور میں گرمیوں میں کون سی جگہ مقبول ہے؟,دانیور چشمہ,گرمیوں میں دانیور چشمہ سیاحوں کی توجہ کا مرکز بنتا ہے۔,217,easy,factual,,,,,,,,,,
864,دانیور میں کون کون سے تاریخی اور ثقافتی مقامات ہیں؟,"مزار، چینی قبرستان، قدیم کتبے، سسپنشن برج","دانیور میں حضرت شاہ سلطان علی عارف کا مزار، چینی قبرستان، چیکاس کے قدیم کتبے اور دانیور سسپنشن برج قابل دید مقامات ہیں۔",217,medium,list-recall,,,,,,,,,,
865,جوتیال نالہ گلگت سے کتنی دور ہے؟,"15 کلومیٹر، 15 سے 30 منٹ",جوتیال نالہ گلگت شہر کے مرکز سے تقریباً 15 کلومیٹر دور ہے اور 15 سے 30 منٹ میں پہنچا جا سکتا ہے۔,218,easy,factual,,,,,,,,,,
866,جوتیال نالہ فوٹوگرافی کے شوقین افراد میں کیوں مقبول ہے؟,قدرتی مناظر اور بہتے پانی کی آواز,"قدرتی مناظر، بہتے پانی کی آواز اور خوبصورت پس منظر کی وجہ سے یہ فوٹوگرافی کے شوقین افراد میں مقبول ہے۔",218,easy,factual,,,,,,,,,,
867,دانیور سسپنشن برج کتنا لمبا ہے؟,510 فٹ,دانیور سسپنشن برج 510 فٹ لمبا ہے۔,219,easy,factual,,,,,,,,,,
868,دانیور سسپنشن برج اب کس کے لیے استعمال ہوتا ہے؟,صرف پیدل چلنے والوں کے لیے,یہ پل اب صرف پیدل گزرنے کے لیے استعمال ہوتا ہے۔,219,easy,factual,,,,,,,,,,
869,این ایل آئی مارکیٹ گلگت سے کتنی دور ہے؟,"10 کلومیٹر، 15 سے 20 منٹ",این ایل آئی مارکیٹ گلگت شہر سے تقریباً 10 کلومیٹر دور ہے اور 15 سے 20 منٹ میں پہنچا جا سکتا ہے۔,220,easy,factual,,,,,,,,,,
870,این ایل آئی مارکیٹ سیاحوں کے لیے کیوں مفید ہے؟,یادگاری تحائف اور مقامی مصنوعات,سیاحوں کے لیے یادگاری تحائف اور مقامی چیزیں خریدنے کے لیے این ایل آئی مارکیٹ ایک بہترین جگہ ہے۔,220,medium,list-recall,,,,,,,,,,
871,این ایل آئی مارکیٹ میں کیا کیا دستیاب ہے؟,"دستکاری، اون، قیمتی پتھر، یادگاری تحائف","این ایل آئی مارکیٹ میں روایتی دستکاری، مقامی اون سے بنی اشیاء، قیمتی پتھر اور دیگر مقامی مصنوعات دستیاب ہیں۔",220,medium,list-recall,,,,,,,,,,
872,گلگت ایئرپورٹ شہر سے کتنی دور ہے؟,"5 کلومیٹر، 10 منٹ",گلگت ایئرپورٹ شہر کے مرکز سے محض 5 کلومیٹر کے فاصلے پر واقع ہے جہاں گاڑی کے ذریعے صرف 10 منٹ میں پہنچا جا سکتا ہے۔,221,easy,factual,,,,,,,,,,
873,سٹی پارک گلگت کہاں واقع ہے اور اس کی کیا خاصیت ہے؟,"شہر کے وسط میں، پہاڑی نظارے اور چہل قدمی",سٹی پارک گلگت شہر کے بالکل بیچوں بیچ واقع ہے جو خوبصورت پہاڑی نظاروں کے ساتھ چہل قدمی اور پرسکون وقت گزارنے کے لیے ایک بہترین جگہ ہے۔,221,medium,list-recall,,,,,,,,,,
874,گلگت ایئرپورٹ اور سٹی پارک میں سیاحوں کے لیے کیا کیا ہے؟,"ایئرپورٹ مرکزی فضائی گیٹ وے، پارک پہاڑی نظارے اور چہل قدمی",گلگت ایئرپورٹ بلند پہاڑوں میں گھرا مرکزی فضائی گیٹ وے ہے جبکہ سٹی پارک شہر کے وسط میں پہاڑی نظاروں کے ساتھ چہل قدمی اور آرام کے لیے ایک پرسکون مقام ہے۔,221,medium,list-recall,,,,,,,,,,
875,"دانیور سسپنشن برج تک کیسے پہنچا جا سکتا ہے، اور وہاں کیا دیکھا جا سکتا ہے؟","دانیور 15 کلومیٹر 10 منٹ، برج 510 فٹ قدیم ترین پیدل پل",دانیور گلگت سے 15 کلومیٹر دور ہے اور گاڑی سے 10 منٹ میں پہنچا جا سکتا ہے۔ وہاں 510 فٹ لمبا دانیور سسپنشن برج موجود ہے جو پاکستان کے قدیم ترین معلق پلوں میں سے ایک ہے اور اب صرف پیدل گزرنے کے لیے استعمال ہوتا ہے۔,"217,219",hard,multi-source,,,,,,,,,,
876,گلگت شہر سے جیمز مارکیٹ تک پہنچنے کے کیا راستے اور سہولیات ہیں اور قریب ترین ہوٹل سے کتنا وقت لگتا ہے؟,"KKH سے دریا کنارے، 5-10 منٹ، سرینا سے پیدل 5 منٹ",شاہراہ قراقرم سے دریائے گلگت کے کنارے سے گزر کر مارکیٹ پہنچا جا سکتا ہے۔ گلگت مرکز سے 5 سے 10 منٹ لگتے ہیں اور پیدل آنے کی سہولت بھی ہے۔ سرینا ہوٹل قریب ترین ہے جو صرف ایک کلومیٹر یعنی پیدل 5 منٹ کی دوری پر ہے۔,"212,215",hard,multi-source,,,,,,,,,,
877,جیمز مارکیٹ جانے کا بہترین وقت اور طریقہ کیا ہے تاکہ زیادہ سے زیادہ فائدہ اٹھایا جا سکے؟,"اپریل-اکتوبر، صبح جائیں، گارنٹی کارڈ لیں، مول بھاؤ کریں",اپریل سے اکتوبر کا عرصہ سب سے موزوں ہے۔ صبح سویرے جانا بہتر ہے جب کاریگر موجود ہوں۔ قیمتی پتھر خریدتے وقت گارنٹی کارڈ ضرور لیں اور شائستگی سے مول بھاؤ کریں۔,"213,214",hard,multi-source,,,,,,,,,,
878,گلگت بلتستان کے روایتی گوشت والے پکوان کون سے ہیں؟,"ہریسہ، مانتو، شا پھالے، شپتا","گلگت بلتستان کے معروف روایتی گوشت والے پکوانوں میں ہریسہ، مانتو، شا پھالے اور شپتا شامل ہیں۔",222,medium,list-recall,,,,,,,,,,
879,ہریسہ کن اجزا سے تیار کیا جاتا ہے؟,گندم اور بکرے یا مرغی کا گوشت,ہریسہ گندم اور عموماً بکرے یا مرغی کے گوشت کو کئی گھنٹے تک آہستہ آہستہ پکا کر تیار کیا جاتا ہے۔,222,easy,factual,,,,,,,,,,
880,مانتو کے اندر کیا بھرا جاتا ہے؟,"قیمہ، پیاز اور مصالحے","مانتو کے اندر قیمہ، پیاز اور مصالحے بھرے جاتے ہیں۔",222,easy,factual,,,,,,,,,,
881,گُرگُر چائے کن اجزا سے تیار کی جاتی ہے؟,"چائے کی پتی، دودھ، مکھن اور بعض اوقات نمک","گُرگُر چائے چائے کی پتی، دودھ، مکھن (بٹر) اور بعض اوقات نمک کے ساتھ تیار کی جاتی ہے۔",223,easy,factual,,,,,,,,,,
882,ٹراؤٹ مچھلی عام طور پر کیسے پکائی جاتی ہے؟,گرل یا باربی کیو,ٹراؤٹ مچھلی کو مقامی مصالحوں کے ساتھ تیار کر کے گرل یا باربی کیو کیا جاتا ہے۔,223,easy,factual,,,,,,,,,,
883,گلگت بلتستان میں جنگلی جانور عموماً کن مقامات پر پائے جاتے ہیں؟,"قومی پارک، جنگلی حیات کی پناہ گاہیں، محفوظ علاقے","گلگت بلتستان میں مختلف قومی پارکوں، جنگلی حیات کی پناہ گاہوں اور محفوظ علاقوں میں ان جانوروں کے قدرتی مسکن موجود ہیں۔",225,easy,factual,,,,,,,,,,
884,گلگت بلتستان کے روایتی سوپ کون سے ہیں؟,"چھرپی سوپ، نیٹل سوپ","چھرپی سوپ روایتی پنیر، سبزیوں اور جڑی بوٹیوں سے تیار کیا جاتا ہے جبکہ نیٹل سوپ جنگلی  بوٹی، پیاز اور لہسن سے بنایا جاتا ہے۔",223,medium,list-recall,,,,,,,,,,
885,چھرپی سوپ کن چیزوں سے بنایا جاتا ہے؟,"روایتی پنیر، سبزیاں اور جڑی بوٹیاں","چھرپی سوپ روایتی پنیر، سبزیوں اور جڑی بوٹیوں سے تیار کیا جاتا ہے۔",223,medium,list-recall,,,,,,,,,,
886,فامدے کن چیزوں سے بنایا جاتا ہے؟,"چاول، مکھن، چینی اور خشک میوہ جات","فامدے چاول، مکھن، چینی اور خشک میوہ جات سے بنایا جاتا ہے۔",224,medium,list-recall,,,,,,,,,,
